id,title,description,availability,condition,price,sale_price,link,image_link,additional_image_link,brand,google_product_category
dirtycash-28,FOLDING KNIFE BOXER BRIEF,"DIRTYCASH 폴딩나이프 박서브리프. 옐로우 나이프 웨이스트밴드 + 고딕 DIRTY! 백프린트. 선주문 진행 중.",in stock,new,39000 KRW,35000 KRW,https://dirtycash.kr/surl/P/28,https://raw.githubusercontent.com/sincetwentytwo-sys/dirtycash-web/main/catalog/product_back.jpg,https://raw.githubusercontent.com/sincetwentytwo-sys/dirtycash-web/main/catalog/product_front.jpg,DIRTYCASH,Apparel & Accessories > Clothing > Underwear & Socks > Underwear
